Event Link,Date & Time,Event Name,Location,Event Description,Attendees,Hosted By,Category
https://www.meetup.com/fitness-workout-group/events/304629107/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-08T07:00:00-05:00,Beach Boardwalk Walk 馃彇锔� & Lake Dip to Setup a Powerful Week Ahead! 馃挭,"Boardwalk 路 Toronto, ON","Live updates in our WhatsApp group - Message Aaron 647-702-0831 to be added.
AS SEEN ON CBC News 馃摵
WHAT: Fresh Air time! Be part of an AMAZING community to connect and be active together! Come to the beach and choose from the following:
Watch the sunrise with a coffee!!
Go for a walk!
Go for a run!
Do a push-up or two!
WHERE: Woodbine Beach in Toronto (East part - see map pin)
If you have trouble finding it, call/text Pooria 647-687-4115
WHEN: Every Saturday OR Sunday at 7:00-9:00 AM
The day and timing can vary a bit, depending on the week, and we post any updates in our WhatsApp group. Message Aaron 647-702-0831 to be added to the group chat.
OR call/text Pooria at 647-687-4115 if you are planning to join us, to make sure there are not any updates :D
Typical timing:
7:00-8:00 Boardwalk walk and/or Run - all levels welcome!!
8:00-8:30 Lake Cold Plunge - Watch or Participate
8:30-9:30 Coffee Social at the beach
BRING: Fun attitude :D",1,Pooria J.,Entertainment
https://www.meetup.com/toronto-musicians-meetup-group/events/304735795/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-19T19:00:00-05:00,Musicians Christmas Party| @ Offworld Bar ( tickets at tomusicians.com),Online,"Toronto Musicians Social Mixer - Christmas Edition馃巺Date & Time:Thursday, December 19, 2024, 7:00 PM 鈥� 11:00 PM ESTLocation:Offworld Bar, 739 Queen St W, Toronto, ON M6J 1G1Celebrate the holiday season with Toronto's vibrant music community at ourMusic Industry Night Christmas Party! This festive gathering is designed for artists, musicians, producers, and industry professionals to connect, collaborate, and celebrate the year's achievements.馃幎 Event Highlights:
馃挕What鈥檚 New?
馃師锔廤hy Attend?This event is your chance to discover new collaborators, gain insights from industry pros, and share your passion for music in a relaxed and inspiring environment. Whether you鈥檙e looking to meet potential bandmates, partners, or simply enjoy a night out surrounded by fellow music enthusiasts, this is where you want to be!Don鈥檛 miss out! Grab your tickets now before they sell out!Visit our website www.tomusicians.com https://www.tomusicians.com or follow us on Instagram @torontomusicianshub https://www.instagram.com/torontomusicianshub for more updates.
Get ready for an unforgettable night of music and connection! 馃帀馃幎",3,Sina K. and Tochi O.,Entertainment
https://www.meetup.com/toronto-tabletop-roleplaying-games-society/events/304848726/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T19:00:00-05:00,Drop in DnD at Steadfast Brewery,"301 Lansdowne Ave 路 Toronto, ON","Join us on the 2nd and 4th Wednesdays of every month to do some cool adventuring!
Sign up for our Dungeons & Dragons nights to enjoy pints, monsters and general DnD thrills. No experience necessary, but the glory is in high demand. Sign up at the taproom or DM us https://www.instagram.com/steadfastbrewing/",1,Jordan S.,Entertainment
https://www.meetup.com/toronto-solo-world-travelers-and-emigrates/events/304871135/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-21T19:00:00-05:00,World Solo Travelers and emigrates Pre Christmas social at Granite Brewery,"245 Eglinton Ave. East, (at Mount Pleasant) 路 Toronto, ON","Please join me and other current or aspiring Global Solo Travelers, for a few hours, for a pre Holidays Sat eve social at Granite Brewery in Midtown. Come hang out, socialize with others, give/receive advice on Global Solo Travel or just come to make new like-minded friends in this awesome venue.
I booked a super cool section of the main dining room called ""The Snug"" where you can stand and mingle with each other or grab a seat at one of the tables. Also been to this place a few times and it's great.
It's located, right at Mt Pleasant and Eglinton Ave.It's just a few blocks from the Yonge and Eglinton subway.There's also plenty of parking on the street on Mt Pleasant, south of Eglinton.
Hope to see you there.",2,Omar,Entertainment
https://www.meetup.com/meetup-group-mbglenao/events/304694380/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T14:00:00-05:00,St. Tim's Doors Open,"100 Old Orchard Grove 路 Toronto, ON","St. Tim's Doors Open is a one-hour drop-in for people to meet a minister. The church space is open for prayer, pastoral counselling and listening.",1,"St Timothy's Anglican Church, N.",Entertainment
https://www.meetup.com/toronto-non-denominational-christian-fellowship-meetup-group/events/304506757/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-06T19:30:00-05:00,Let's meet up for an online Bible Study...,Online,"Let's meet up for a Bible Study entitledDiscovery Classon zoom on Fridays at 7:30pm.
Do you want to embrace Jesus for the first time?Perhaps you want to renew your perspective on God, orrecommit to finding your purposein life? God has designed you in a unique and special way.Discovery classes are where you can journeywith others like yourself to find out where you fit in God鈥檚 perfect plan for the world.
For more information or to register, please visit www.milestonechurches.com/discovery or contact me at 647-839-1295.
Thank you!
Josephine

![img](https://secure.meetupstatic.com/next/images/QuestionV2.svg?w=48)
(24)",1,Josephine,Business
https://www.meetup.com/meetup-group-mbglenao/events/304674917/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-10T14:00:00-05:00,St. Tim's Doors Open,"100 Old Orchard Grove 路 Toronto, ON","St. Tim's Doors Open is a one-hour drop-in for people to meet a minister. The church space is open for prayer, pastoral counselling and listening.",1,"St Timothy's Anglican Church, N.",Entertainment
https://www.meetup.com/richmond-hill-friends/events/304696873/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T18:30:00-05:00,Jump the hump boardgames,"220 Roycal Crest Court, Unit 3 路 Markham, ON","Join us getting over the mid week blues with some boardgame fun!
Try modern classics or one from latest & greatest.
WoodForSheep sitting fee: $8 per person",1,Nathaniel T.,Entertainment
https://www.meetup.com/toronto-bruce-trail-club/events/304268267/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-14T10:15:00-05:00,Urban Walk: Humber River/Black Creek Trail,"Jane St. & BLoor St. W 路 Toronto, ON","Join us for a morning hike north on the Humber Recreation Trail to Dundas Street and eastbound on the Black Creek and Lavender Creek Trail to the Junction Craft Beverage Company in the renovated ""Destructor"" Incinerator building. Light snacks available for purchase, a variety of rotating non-alcoholic beverages are also available as well as Junction and Woodhouse Craft Beers. You can also order delicious Italian sandwiches from the nearby Fuoco Mio Pannini food truck opening at 1:00 PM.
Please register at the link below (After Sat Nov 30 6:00 AM)RSVP on Meetup doesn't complete your registration.
https://hikes.brucetrail.org/event/urban-walk-humber-river-black-creek-trail-2/2024-12-14/",4,Tom and Toronto Bruce Trail C.,Entertainment
https://www.meetup.com/meetup-group-zcqtsvqj/events/304778500/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-19T20:00:00-05:00,Thursday badminton 8pm-10pm at Epic Sports,"39 Bertrand Ave 路 Toronto, ON","馃搷:Epic Sports 39 Bertrand Ave.馃棑锔�:Thursday 8:00pm-10:00pm馃挵 $10 Cash only.*
Check list鉁匓ring your A GAME鉁匴ater馃挦鉁� *Badminton Racket 馃徃 *鉁匢ndoor court shoes鉁匬lease arrive 10 mins before we begin.鉁匰tretch before you play
馃檶馃徑Rules
Games are for fun. All skill level welcome. Be respectful! No bullying/insult. 0 fight tolerance!",1,Christie Y.,Entertainment
https://www.meetup.com/narcissistic-abuse-survivors-thrivers/events/301245517/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-09T19:00:00-05:00,Narcissistic Abuse Survivor Community Support Circle,Online,"Feeling the support of others who understand what we've experienced, we'll share our truth and be heard in the safe container of the circle. Using neuroscience and ancient wisdom teachings, I'll offer experiential transformative tools, inspiration and knowledge to help us gain perspective and self-awareness, knowing that baby steps are our path to a peaceful life. Everyone's wisdom is welcome, as we are all students and teachers on the journey of life.
Topic: Narcissistic Abuse Survivors Community Support Circle7:00 PM Eastern Time (US and Canada)
Join Zoom Meetinghttps://us02web.zoom.us/j/8179896766
Meeting ID: 817 989 6766
---
One tap mobile+13092053325,,8179896766# US+13126266799,,8179896766# US (Chicago)
---
Dial by your location鈥� +1 309 205 3325 US鈥� +1 312 626 6799 US (Chicago)鈥� +1 646 558 8656 US (New York)鈥� +1 646 931 3860 US鈥� +1 301 715 8592 US (Washington DC)鈥� +1 305 224 1968 US鈥� +1 360 209 5623 US鈥� +1 386 347 5053 US鈥� +1 507 473 4847 US鈥� +1 564 217 2000 US鈥� +1 669 444 9171 US鈥� +1 669 900 9128 US (San Jose)鈥� +1 689 278 1000 US鈥� +1 719 359 4580 US鈥� +1 253 205 0468 US鈥� +1 253 215 8782 US (Tacoma)鈥� +1 346 248 7799 US (Houston)
Meeting ID: 817 989 6766
Find your local number: https://us02web.zoom.us/u/kdlcJIDfnF",35,Raye,Entertainment
https://www.meetup.com/backyard-venture/events/304832203/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-19T13:00:00-05:00,Hike: Bob hunter rouge park,"7277 14th Ave East 路 Markham, on","Location:7277 14th Ave, Markham, ON L6B 1A8https://maps.app.goo.gl/2R6Fy7gTEhf2DnhN7
Distance: 4-5kmSpeed: 2-3km/hr
Meet at the parking lot in front the tesla charring area. Everyone of different age and levels of fitness are welcome to join. This will be a slow and relaxing hike that will offer a good chance to get some fresh air while enjoy the beautiful nature around us.
WhatsApp community group:https://chat.whatsapp.com/D698ppurYVlAfSfuGlZgz6New members will only be able to join the ""chit-chat / New member"" group. Request to join other groups in the community can only be made to an admin at an in person event.
Late arrivals:Be punctual and arrive at least 5 mins before the start time. If you're late, you can buy the host a drink or leave $5 tip for the inconvenience. If you can not find us or running late, please contact the whatsapp group above and not on meetup.
RSVP No show:RSVP no show are simply not tolerated in this group, period. Think about it, everyone is there but you and members are trying to contact you to see where you're at. We decide to wait a bit long but you never show up and everyone wasted time waiting around for no reason. That's just not cool. If you can't make it, isyour responsibility to update your statues to not goingin advance. Failure to do so could result in a permanent suspension from the group.
General notice:Wear comfortable outdoor shoes and clothing suitable for the weather condition. Friendly dogs & kids are welcome to join with a supervised adult. If the event is more than 3hrs, you might want to consider bring some food and drink. If you wish to leave early, you may do so at anytime. There is a possibility this event could be rescheduled to the following week due to any unexpected situation / weather condition. However, the odds are low. If you have any question(s), kindly contact via WhatsApp group above.
Disclaimer:By RSVP to this event, you agree and consent to the following: We鈥檒l have fun together as a group but you鈥檙e solely responsible for yourself, your safety, the decision(s) you make or take part in and shall not hold the organizer, any other participant, this group, accountable or legally responsible. There will be photos, video & audio recording taken of you and other members during this event which may be posted on social network platforms, such as but not limited to, Meetup, Facebook, Instagram, Youtube, etc.
Carpool:If you need a ride, leave a message below.",1,run with B.,Entertainment
https://www.meetup.com/grand-rapids-natural-health-and-nutrition/events/304330032/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-17T19:30:00-05:00,ONLINE: Nutrition 101: Learn how food is used for health and healing,Online,"Why is what we eat so important to our health but also so difficult?Are your health concerns all caused by what you are eating?99% of your health is determined by what you eat.There is a war going on right now between the food industry and your health. Stop spending your hard earned dollar on fake foods. Learn the truth and get well.
This class will offer you key proven approaches to achieve your health objectives and put your health in order. Learn why food is used for health and healing or for causing disease.
You won鈥檛 be told what to eat or not eat, just a guide of how to use foods for nutrition which is the only way to Restore, Rebuild and Repair FUNCTION of your body!
Imagine shopping, cooking, and eating out with more confidence knowing what your body thrives on! Learn about which foods are actually beneficial to consume for yourself and your loved ones? Which foods fuel your body? Which foods to avoid?
Come to this FREE class to learn all things nutrition.
What you will learn:The 6 foods that can destroy your health.Is sugar in moderation ok?Common myths about 鈥渉ealth foods鈥漌hat foods can heal and restore function in the body.Who is this class for?ANYONE who wants to have a deeper understanding of what the body needs to function optimally.",46,Amy T.,Entertainment
https://www.meetup.com/c4a-ai/events/303884183/?recId=42dff7ad-ba79-44f3-8960-8201ef71bf51&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-12T12:00:00-05:00,Security Risk in AI/ML,Online,"In Security Risk in AI/ML, participants will learn about the attacks that can be made against AI models and how to defend against those attacks. Designed for a general audience, this presentation will teach participants how to incorporate AI security risk into their organizational strategy and AI development workflows.
Randy AbernethyManaging PartnerRX-M, LLChttps://rx-m.com/",41,Center for Applied A.,Business
https://www.meetup.com/lessons-for-beginning-a-new-relationship/events/304424661/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-09T19:00:00-05:00,How To Get Rid of Social Anxiety!,Online,"Do other people have more fun than you do? There are simple life hacks you can use to improve your communication skills and your social life. Communication is not just yakking. Communication is the whole experience of connecting with people and forming relationships. It includes the joy, understanding, and love formed among people.In our meetings, you will learn:
Feeling lonely, isolated, or bored? This meeting is exactly what you need! Come join us!This group is brought to you by the Dianetics & Scientology life improvement center.",60,Bett,Entertainment
https://www.meetup.com/the-russian-lit-book-club-of-dc/events/304331821/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-16T18:45:00-05:00,鈥淭olstoy or Dostoevsky?鈥� - George Steiner,Online,"https://wri.zoom.us/j/96847926569?pwd=ykbtAwNcXIANi9cDiVmM2bI8S1BbH8.1
Meeting ID: 968 4792 6569Passcode: 847774
This critical analysis of the two great masters of the Russian novel provides detailed plot summaries of the authors' works and draws on references to Homer, Shakespeare, Flaubert, Zola and Henty in order to illustrate the themes.",40,Waleed N. and Tina,Business
https://www.meetup.com/hranalyticspros/events/304642898/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T18:00:00-05:00,Passive vs Active? Combining market intelligence&employee voice for what's ahead,"109 West 39th Street, New York, NY 10018 路 New York, NY","2025 is shaping up to create a complex discourse in and about the workplace. Business-friendly labor policies are colliding with employee expectations. Immigration restrictions threaten to create skills shortages. Unions face uncertainty. Changes to overtime laws, reproductive care access, RTO mandates, and DEI programs are creating tension. Add to this the anxiety about AI transforming 鈥� or even eliminating 鈥� entire occupations. Headlines predict workforce upheaval, but what's really happening on the ground?
Like the data we collect, we have a choice: remain passive observers of change, or actively engage with the insights. How do we cut through the noise and replace fear with facts? How do we build an early warning system that transforms passive market intelligence and active employee feedback into actionable insights? What signals truly matter? Where should organizations focus their response?
Market data tells one story. Employee sentiment tells another. People Analytics sits at this intersection, uniquely positioned to separate signal from noise and identify where organizations can make meaningful impact 鈥� serving both people and profits. When we combine real workforce intelligence with authentic employee voice, we replace speculation with insight, anxiety with understanding, and paralysis with action.
To bridge these perspectives and help us prepare for what鈥檚 to come in 2025 we bring together two voices representing organizations that study these trends closely:
Join us as we close out 2024, celebrating the year's end in our traditional style while actively preparing for the changes ahead. Because in the face of transformation, the choice between staying passive or taking action makes all the difference.
Thank you toRevelio Labsfor the generous support of our event!
This is a paid event to offset some of our operational costs. If you are unable to afford the registration fee - please emailslupusho@gmail.com
See you in December!Stela, Jeremy, Philip, Ian, Ekta, Bennet
P.S. Spreading awareness aboutTransform Awards- great opportunity to nominate someone (or yourself too!) to get recognition for the great work you're doing. The category for ""Reporting & Insights of 2025"" is perfectly suited to our group. Deadline - Nov 27!Submit your entries here.",40,Jeremy S. and 4 others,Entertainment
https://www.meetup.com/the-toronto-philosophy-meetup/events/304836386/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-08T19:00:00-05:00,Jordan Peterson: We Who Wrestle With God,Online,"""The psychoanalyst is in a position to study the human reality behind religion as well as behind nonreligious symbol systems. He finds that the question is not whether man returns to religion and believes in God, but whether he lives love and thinks truth."" 鈳� Erich Fromm (Psychoanalysis and Religion)
Instead of focusing on Peterson's analysis and writing style, we will examine the book as a cultural and historical product of our time. We shall discuss what Peterson is trying to achieve, what impact the book is supposed to have, how we are personally inspired or uninspired by the book etc.
Details are to be updated soon.
No text is provided for this event. Please buy your own copy :)
Support the Group:Even though I am keen to hold this space, it demands time and platform fees. If you find value in this space, please consider a monthly donation of $5-20. One-time donation is also welcome! (Donate via e-transfer: info@artofhumaning.co or via PayPal)
Stay in Touch:Feel free to contact me if you want to suggest or request a topic for group discussion. You are also welcome to send me a DM for personal opinions or questions you don't feel comfortable sharing in the group.",21,Leanna C.,Entertainment
https://www.meetup.com/raptor-coders/events/304680042/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-23T19:00:00-05:00,Advanced Topics in System Design - Sesson 2 of 3,Online,"In this advanced session, explore the complexities of system design. Explore architectural patterns, consistency models, and integration strategies to tackle real-world challenges. Understand how to balance trade-offs in distributed systems while ensuring scalability and reliability.
What You鈥檒l Learn:
This session is perfect for enhancing their understanding of advanced system design principles.",22,Raptor,Business
https://www.meetup.com/toronto-handmade-crafts-meetup-group/events/304326010/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-14T10:00:00-05:00,Loopy Sundays - Knit and Crochet Together,Online,"This group will meet virtually with occasional in-person meetups, on Sunday mornings at 10:00 am to work on our favourite fibre art together. Bring your plans, completed or ongoing projects, coffee/tea and life stories to this chilled out event.
I will be bringing a nice hot cup of coffee, my ongoing projects (which I really should get back to) and my enthusiasm for what the community has been up to in the fibre arts.
A note about our attendance system -
Due to a high number of no-shows by first-time attendees, we now have a new attendance system.
How it works -
1. Everyone who joins the event is put into the waitlist first.2. I will add people into the ""Going"" list on a first-come-first-served basis as per the reserved spot system.3. The meeting link to join is available:1. on the app, or2. on the email that Meetup sends you confirming that you are attending a particular event. Look for the subject line - ""Get Ready"".
No-show policy -
Please change your RSVP to ""Not going"" as soon as you can. This allows another person on the waitlist an opportunity to attend.
We do have occasionally have long waitlists and so, there is an attendance penalty after 2 no-shows. Thanks for your understanding and consideration! :)",1,Sindhu M.,Entertainment
https://www.meetup.com/project-managers-united-toastmasters/events/298535533/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-10T17:55:00-05:00,How Technology and Robotics Can Help Solve the Housing Crisis with Nhung Nguyen,Online,"Canada鈥檚 housing crisis is burning out of control. Millions of people across the country are struggling to find affordable homes, while an ongoing labor shortage is stalling construction projects nationwide, further driving up costs. Two of the most pressing issues of our time have governments across the country scrambling for solutions. The federal government aims to significantly boost home construction nationwide, with a goal of 3.9 million new homes by 2031. Increasing supply is intended to cool the overly expensive housing market, however there is an elephant in the room 鈥搘ho will build all these new homes?To meet demand, we must embrace innovation and technology to reshape how 鈥� and who 鈥� will build the homes of tomorrow. Without a fundamental systemic shift, the gap between demand and supply will only widen. The solution lies in robotics and equipping the next generation of construction workers with the skills to run them.
Bio:
Nhung Nguyen is the CEO of Horizon Legacy, where she is transforming a seven-decade-old company into a leader in construction technology and robotics. Nhung has over 15 years of experience developing complex infrastructure projects valued at $150M and supported Horizon Legacy's pioneering move into renewable energy development. She holds a degree in Computer Engineering from the University of Ottawa, studied Environmental Management at Harvard University, and has experience with autonomous underwater vehicles. Under her leadership, Horizon Legacy is building the first and largest neighborhood in Canada using on-site robotics, a testament to her vision to integrate robotic technology with construction. Nhung is a contributor to the Construction Automation and Robotics R&D roadmap for Canada and has spearheaded groundbreaking initiatives, including the creation of Canada鈥檚 first Construction Automation Lab, facilitating collaboration between industry, academia, and government to advance construction technologies. Nhung is passionate about leveraging robotics to revolutionize the construction industry and address labor shortages. She believes technology can inspire young people to rediscover a love for building, transforming the industry and creating a new path for the next generation.
## Club Details
Welcome to Project Managers United Toastmasters!
Project Managers United Toastmasters (PMUT) offers a unique blend of Project Management and Toastmasters, designed to help individuals interested in project management improve their communication and leadership skills. Guests are always welcome to join and experience our meetings, whether you're new to project management, seeking to enhance your skills, or looking to expand your network.
Our meetings are structured to offer maximum value to both paid members and guest attendees:路 One hour is dedicated to a traditional Toastmasters meeting.路 The other hour is typically reserved for our featured PM Forum Speaker, who may present either in the first or second half of the meeting, depending on their availability and preference.
Meeting Format:
Optional: After most meetings, several members stay online for a few minutes to answer questions about becoming a paid member of Project Managers United Toastmasters. We talk about Toastmasters' Educational Pathways and share our personal experiences with the club. It鈥檚 a fantastic opportunity to network informally and get your questions answered. Come experience the PMUT difference!
Paid Members receive quarterly consolidated PDU Claim receipts, which simplify tracking your attendance and roles for submission to PMI. Each two-hour meeting is worth two professional development units.
Note: There is no fee for guests to attend our meetings.
RSVP on Meetup to secure your virtual seat and access the Zoom link!",23,Carol-Ann L. and Hema D.,Entertainment
https://www.meetup.com/toronto-movies-and-social-group/events/304585977/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T19:00:00-05:00,Alaska Cruise (2026) - Online Information Session!,Online,"Come out and learn about our group summer trip to Alaska for 2026! It will be fromSaturday July 18th to Saturday July 25th leaving from Vancover. This is a must do, bucket list and once in a life time trip!
We will be sailing with they luxury Holland America cruise line which was the first cruise line to sail in Alaska and in 2022 they celebrated their 75th anniversary in Alaska. This is a don't miss trip.
FUN FACT!:Mathew has also worked for Holland America Line, knows the ships and even worked a summer sailing in Alaska. Know's the in's and outs.
The reason why we are starting this early for this crusie is because it is one of the most expensive 7-Day cruises which cost between - $2670 (Inside Cabin) to $5000 (Balcony) per person (with taxs and port fees) as a group rate and we want to give everyone a chance to save up. We will also try to keep costs down.
We will also be working with a personal cruise consultant that will set us up for a great time. We will only have room for 12 members on this crusie.
To learn more about this once in a life time crusie, join us for our onlinesession.
Video:CLICK HERE!Video:CLICK HERE!Video:CLICK HERE!
Online Meetup Time:7:00pmInformation Session Starts:7:05pm
What we talk about:
Please feel free to leave qustions in the comments and I will answer them during the ZOOM information session!",20,Mathew,Entertainment
https://www.meetup.com/flatiron-school/events/304782874/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T17:00:00-05:00,Cybersecurity for Beginners | Tools of the Trade,Online,"Please RSVP here for Zoom information.
In this session, you鈥檒l embark on a journey through the major subdisciplines of cybersecurity and learn about the essential tools used in each area. Taught by one of Flatiron School鈥檚 experienced cybersecurity instructors, this workshop is designed for those considering a career change into cybersecurity.
No prior experience is required鈥攋ust bring your curiosity and eagerness to learn! You鈥檒l discover the various career paths available in cybersecurity and the certification pathways that can help you get started.
By the end of this workshop, you鈥檒l know how to:
Join us as we uncover the tools and knowledge you need to begin your cybersecurity journey!
Please RSVP here for Zoom information.",40,Flatiron S.,Entertainment
https://www.meetup.com/quantum-computing-and-big-data/events/304619085/?recId=ed692272-7ccb-4a74-88ae-4f6c1c54fda2&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-14T12:00:00-05:00,Quantum Computing for Quantum Chemistry - Review UCC Methods and Adapt-VQE,Online,"The use of quantum computers is a promising strategy to overcome challenges occurring in the area of quantum chemistry. Hardware quantum computers are supposed to potentially facilitate the encoding of the full configuration interaction (FCI) wavefunction of the many-electron molecular system thanks to entangled quantum bits or qubits. In classical computers, implementing the FCI scales exponentially with the number of electrons and the number of spin-orbitals, which makes the manipulation and storage of the wavefunction inefficient. However, using a quantum computer, we can instead store the (FCI) wavefunction by using only orbitals which correspond to number of qubits. This potential quantum advantage has recently excited both hardware and software communities generating rapid progresses in the field. Variational Quantum Eigen solver (VQE) is a potential algorithm-well suited for its practical implementation on present Noisy Intermediate Scaled Quantum (NISQ) devices.
The proposal presentation focuses on the development of Variational Quantum Eigensolvers (VQE) through an opensoure OpenVQE, covering the latest advancements, circuit measurement techniques, and the computational demands of quantum computers. The process of VQE is hybrid, consists of quantum circuits state and classical parameter optimization, and it aims to find the ground state of a given molecular Hamiltonian. Particularly, we will concentrate on advanced quantum chemistry methods such as Unitary Coupled Cluster that involves Single and Double excitations (UCCSD) has recently attracted interest due to its use in VQE molecular simulations on NISQ device. Furthermore, we want to introduce, an algorithm termed Adaptive Derivative-Assembled Pseudo-Trotter (ADAPT)-VQE to build system-adapted ansatze with substantially fewer variational parameters. This section of the talk will introduce and compare two similar dynamically created ansatze(fermionic-ADAPT-VQE and qubit-ADAPT-VQE), and compare computational efficiency of ADAPT-VQE against UCCSD-VQE.
Speakers:
Dr.Mohammad Haidar is currently a Senior Researcher in Quantum Technologies at Qubit Pharmaceuticals, where he also serves as a supervisor and mentor for Master鈥檚 students. From 2021 to June 2023, he held a postdoctoral research position in quantum computing for quantum chemistry, certified by Sorbonne University, successfully working with TotalEnergies in collaboration with the Atos quantum computing team.In 2021, Mohammad received his Ph.D. in theoretical quantum physics from the Laboratoire Kastler Brossel, affiliated with Sorbonne University, ENS Physics Department, and Coll猫ge de France, Paris.
Huy Binh TRAN is currently in the Master 2 Quantum Devices offered by the Universit茅 de Paris in partnership with 脡cole Polytechnique which deeply focusing in a high-level theoretical and experimental training on different kind of quantum phenomena with a particular attention to quantum devices and nanotechnologies. He has been working as an intern at company Qubit Pharmaceuticals for 6 months under the guidance of Dr. Mohammad Haidar.
Moderator:
Nathan is an experienced fullstack developer at Margo, a Paris-based consulting firm, where he currently contributes to a drug design platform. He holds a background in applied mathematics from Universit茅 Libre de Bruxelles and 脡cole Polytechnique in Paris. For his master鈥檚 thesis in 2021, he developed machine learning models for detecting cardiac arrhythmia. In 2022, he served as a data science advisor to the French Ministry of Health, focusing on COVID-19 vaccination strategy. Nathan also administers the open-source project OpenVQE, developing applications and algorithms for quantum computing.",19,Il Young C.,Business
